id,encoded_trace
Raft,"[('Common', 'test'), ('Common', 'mint'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Unique Cluster 9'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'price'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 0'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'flash'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'exec'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'price'), ('Unique', 'price'), ('Cluster', 'Common Cluster 0'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 9'), ('Common', 'burn'), ('Common', 'burn'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'price'), ('Cluster', 'Common Cluster 0'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'burn'), ('Common', 'burn'), ('Unique', 'set'), ('Unique', 'set'), ('Common', 'loop start'), ('Cluster', 'Unique Cluster 9'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'loop stop'), ('Cluster', 'Unique Cluster 9'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'loop stop'), ('Cluster', 'Unique Cluster 9'), ('Common', 'mint'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Unique Cluster 9'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'price'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 0'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'price'), ('Unique', 'price'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'receive'), ('Common', 'exchange'), ('Common', 'exchange'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'repay'), ('Common', 'repay')]"
CFC,"[('Unique', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
MIMSpell2,"[('Common', 'test'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'flash'), ('Common', 'deposit'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Unique', 'repay'), ('Unique', 'repay'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'exchange'), ('Common', 'exchange'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'burn'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 2'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 2'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 8'), ('Common', 'collateral'), ('Common', 'collateral'), ('Common', 'loop start'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'transfer'), ('Common', 'get'), ('Common', 'get'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'transfer'), ('Common', 'get'), ('Common', 'get'), ('Common', 'loop stop'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'collateral'), ('Common', 'collateral'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'transfer'), ('Common', 'get'), ('Common', 'get'), ('Common', 'withdraw'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'exchange'), ('Common', 'exchange'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'burn'), ('Cluster', 'Common Cluster 2'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 2'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer'), ('Common', 'transfer')]"
Paraluni,"[('Common', 'test'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'transfer'), ('Common', 'transfer'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'liquid'), ('Common', 'pair'), ('Common', 'init'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'loop start'), ('Common', 'mint'), ('Common', 'loop stop'), ('Common', 'mint'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'transfer'), ('Common', 'approve'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Unique', 'withdraw'), ('Unique', 'withdraw'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'redeem'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'transfer'), ('Common', 'approve'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop')]"
SpankChain,"[('Common', 'test'), ('Cluster', 'Common Cluster 8'), ('Cluster', 'Unique Cluster 7'), ('Common', 'loop start'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 4'), ('Common', 'back'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'back'), ('Common', 'back')]"
Chainswap,"[('Common', 'test'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful')]"
EAC,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'sell'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'sell'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'sell'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
Biswap,"[('Common', 'test'), ('Unique', 'pool'), ('Unique', 'pool'), ('Unique', 'add'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'loop stop'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'mint'), ('Unique', 'call'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 5'), ('Common', 'transfer'), ('Common', 'approve'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'mint'), ('Unique', 'call'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'approve'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'transfer')]"
Visor,"[('Common', 'test')]"
CowSwap,"[('Common', 'test'), ('Cluster', 'Unique Cluster 11'), ('Common', 'transfer')]"
BabyDogeCoin,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'exec'), ('Common', 'approve'), ('Common', 'withdraw'), ('Common', 'receive'), ('Unique', 'buy'), ('Common', 'deposit'), ('Unique', 'token'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Unique', 'deposit'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'back'), ('Common', 'back'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'back'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'receive'), ('Unique', 'buy'), ('Common', 'deposit'), ('Unique', 'token'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Unique', 'deposit'), ('Common', 'transfer'), ('Common', 'approve'), ('Unique', 'buy'), ('Common', 'transfer'), ('Unique', 'token'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Unique', 'deposit'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'loop start'), ('Common', 'hand'), ('Common', 'hand'), ('Common', 'loop stop'), ('Common', 'transfer')]"
MINER,"[('Common', 'test'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
RedKeysCoin,"[('Common', 'test'), ('Common', 'loop start'), ('Cluster', 'Unique Cluster 8'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop')]"
Miner,"[('Common', 'test'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
FloorProtocol,"[('Common', 'test'), ('Unique', 'call'), ('Unique', 'call'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'loop stop')]"
Bayc,"[('Common', 'test'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'redeem'), ('Common', 'redeem'), ('Cluster', 'Common Cluster 10'), ('Cluster', 'Common Cluster 10'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'loop stop'), ('Common', 'claim'), ('Common', 'transfer'), ('Common', 'set'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'receive'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 10'), ('Cluster', 'Common Cluster 10'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'reward'), ('Common', 'reward'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve')]"
Yyds,"[('Common', 'test'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'claim'), ('Common', 'loop start'), ('Unique', 'withdraw'), ('Common', 'transfer'), ('Unique', 'withdraw'), ('Common', 'loop stop'), ('Unique', 'withdraw'), ('Unique', 'withdraw'), ('Common', 'transfer'), ('Common', 'transfer')]"
HeavensGate,"[('Unique', 'test'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'loop start'), ('Common', 'stake'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 2'), ('Cluster', 'Common Cluster 10'), ('Unique', 'mint'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'stake'), ('Cluster', 'Common Cluster 2'), ('Cluster', 'Common Cluster 10'), ('Unique', 'mint'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer')]"
kTAF,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'flash'), ('Common', 'approve'), ('Common', 'loop start'), ('Common', 'liquid'), ('Common', 'accrue'), ('Common', 'liquid'), ('Common', 'liquid'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'repay'), ('Common', 'repay'), ('Cluster', 'Common Cluster 8'), ('Common', 'allow'), ('Common', 'allow'), ('Cluster', 'Common Cluster 8'), ('Cluster', 'Common Cluster 8'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 3'), ('Cluster', 'Common Cluster 6'), ('Cluster', 'Common Cluster 6'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'mint'), ('Common', 'allow'), ('Common', 'allow'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'transfer'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'accrue'), ('Common', 'liquid'), ('Common', 'liquid'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'transfer'), ('Common', 'repay'), ('Common', 'repay'), ('Cluster', 'Common Cluster 8'), ('Common', 'allow'), ('Common', 'allow'), ('Cluster', 'Common Cluster 8'), ('Cluster', 'Common Cluster 8'), ('Unique', 'liquid'), ('Unique', 'liquid'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'loop stop'), ('Common', 'transfer')]"
Minterest,"[('Common', 'test'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Unique', 'collateral'), ('Unique', 'collateral'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Non-Meaningful'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'flash'), ('Cluster', 'Common Cluster 11'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 3'), ('Cluster', 'Unique Cluster 3'), ('Cluster', 'Unique Cluster 4'), ('Cluster', 'Unique Cluster 4'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Unique Cluster 9'), ('Cluster', 'Unique Cluster 9'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 11'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Unique Cluster 15'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'flash'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'flash'), ('Cluster', 'Common Cluster 11'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 3'), ('Cluster', 'Unique Cluster 3'), ('Cluster', 'Unique Cluster 4'), ('Cluster', 'Unique Cluster 4'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Unique Cluster 15'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 11'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Unique Cluster 15'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Common', 'transfer'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Unique', 'borrow'), ('Common', 'transfer'), ('Common', 'transfer')]"
SMOOFSStaking,"[('Common', 'test'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Unique', 'stake'), ('Unique', 'stake'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'receive'), ('Unique', 'withdraw'), ('Unique', 'withdraw'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'receive'), ('Unique', 'withdraw'), ('Unique', 'withdraw'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'receive'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop')]"
SheepFarm,"[('Common', 'test'), ('Common', 'loop start'), ('Cluster', 'Unique Cluster 14'), ('Common', 'loop stop'), ('Unique', 'add'), ('Common', 'back'), ('Common', 'back'), ('Common', 'back'), ('Common', 'loop start'), ('Cluster', 'Unique Cluster 9'), ('Common', 'loop stop'), ('Unique', 'sell'), ('Unique', 'withdraw'), ('Common', 'back'), ('Common', 'back'), ('Common', 'back'), ('Common', 'receive')]"
BUNN,"[('Common', 'test'), ('Common', 'loop start'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Cluster', 'Common Cluster 1'), ('Common', 'loop stop')]"
YYS,"[('Common', 'test'), ('Common', 'approve'), ('Cluster', 'Common Cluster 5'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'callback'), ('Cluster', 'Common Cluster 0'), ('Common', 'approve'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'sell'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'sell'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'sell'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer')]"
TecraSpace,"[('Common', 'test')]"
EHIVE,"[('Common', 'test'), ('Common', 'loop start'), ('Common', 'stake'), ('Common', 'stake'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'flash'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'exec'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'back'), ('Common', 'back'), ('Common', 'back'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'back'), ('Common', 'loop start'), ('Common', 'stake'), ('Common', 'stake'), ('Common', 'stake'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'repay'), ('Common', 'repay')]"
LinkDao,"[('Common', 'test')]"
ZS,"[('Common', 'test'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Unique Cluster 4'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'transfer'), ('Unique', 'pair'), ('Cluster', 'Common Cluster 0'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
